Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Year,Month,Region
188,188,I’m not sure how I feel about the fare change.,Positive,2023-01-29 04:53:00,User188,Twitter,#PublicTransit #FareChange,53,195,2023,1,Gasabo
189,189,Great idea for long-distance commuters.,Neutral,2023-01-11 23:03:00,User189,Facebook,#CityTransit #RwandaMoves,33,69,2023,1,Nyarugenge
190,190,Great idea for long-distance commuters.,Negative,2023-01-23 15:35:00,User190,Facebook,#BusLife #DistanceFareModel,88,187,2023,1,Musanze
191,191,I’m not sure how I feel about the fare change.,Neutral,2023-01-27 12:57:00,User191,Twitter,#PublicTransit #FareChange,68,37,2023,1,Rubavu
192,192,Confusing fares! Miss the old days.,Neutral,2023-01-07 12:19:00,User192,Twitter,#KigaliCommute #BusTalk,41,110,2023,1,Gasabo
193,193,"Spending less on short trips, finally!",Positive,2023-01-11 13:36:00,User193,Facebook,#PublicTransit #FareChange,97,50,2023,1,Rwamagana
194,194,New fare structure is a relief for some routes.,Negative,2023-01-21 23:41:00,User194,Twitter,#CommuteStories #Transport,61,164,2023,1,Nyarugenge
195,195,Enjoying my commute again!,Negative,2023-01-30 00:45:00,User195,Twitter,#CommuteStories #Transport,71,154,2023,1,Gasabo
196,196,Great idea for long-distance commuters.,Negative,2023-01-12 13:24:00,User196,Twitter,#CityTransit #RwandaMoves,67,170,2023,1,Rusizi
197,197,New fare structure is a relief for some routes.,Negative,2023-01-21 21:58:00,User197,Twitter,#BusLife #DistanceFareModel,61,166,2023,1,Nyarugenge
198,198,Great idea for long-distance commuters.,Positive,2023-01-12 14:53:00,User198,Twitter,#DistanceFare #RwandaTransport,21,150,2023,1,Ngoma
199,199,"Spending less on short trips, finally!",Positive,2023-01-31 08:22:00,User199,Facebook,#DistanceFare #RwandaTransport,48,55,2023,1,Musanze
200,200,I’m not sure how I feel about the fare change.,Neutral,2023-01-01 10:15:00,User200,Twitter,#BusLife #DistanceFareModel,11,44,2023,1,Kicukiro
201,201,"Spending less on short trips, finally!",Positive,2023-01-22 04:10:00,User201,Facebook,#PublicTransit #FareChange,12,143,2023,1,Kicukiro
202,202,Great idea for long-distance commuters.,Negative,2023-01-14 02:10:00,User202,Instagram,#BusLife #DistanceFareModel,65,91,2023,1,Musanze
203,203,I’m not sure how I feel about the fare change.,Positive,2023-01-31 20:07:00,User203,Facebook,#BusLife #DistanceFareModel,90,124,2023,1,Rubavu
204,204,"Spending less on short trips, finally!",Neutral,2023-01-25 21:01:00,User204,Instagram,#PublicTransit #FareChange,68,56,2023,1,Musanze
205,205,Confusing fares! Miss the old days.,Negative,2023-01-08 04:33:00,User205,Facebook,#CommuteStories #Transport,11,162,2023,1,Rusizi
206,206,I’m not sure how I feel about the fare change.,Negative,2023-01-04 08:40:00,User206,Facebook,#KigaliCommute #BusTalk,11,19,2023,1,Musanze
207,207,Enjoying my commute again!,Neutral,2023-01-21 02:29:00,User207,Twitter,#CityTransit #RwandaMoves,63,65,2023,1,Musanze
208,208,Great idea for long-distance commuters.,Neutral,2023-01-16 17:26:00,User208,Facebook,#DistanceFare #RwandaTransport,96,39,2023,1,Gasabo
209,209,Fare system needs better explanation.,Negative,2023-01-27 17:47:00,User209,Facebook,#CommuteStories #Transport,10,118,2023,1,Rwamagana
210,210,This pricing is not fair for daily riders.,Positive,2023-01-14 14:45:00,User210,Twitter,#BusLife #DistanceFareModel,28,14,2023,1,Kicukiro
211,211,Great idea for long-distance commuters.,Positive,2023-01-30 01:53:00,User211,Instagram,#BusLife #DistanceFareModel,11,128,2023,1,Rubavu
212,212,Enjoying my commute again!,Negative,2023-01-20 07:27:00,User212,Facebook,#DistanceFare #RwandaTransport,62,42,2023,1,Gasabo
213,213,Why does my daily route cost more now?,Negative,2023-01-12 09:10:00,User213,Twitter,#PublicTransit #FareChange,53,127,2023,1,Kicukiro
214,214,New fare structure is a relief for some routes.,Negative,2023-01-21 18:59:00,User214,Instagram,#CityTransit #RwandaMoves,99,74,2023,1,Rwamagana
215,215,New fare structure is a relief for some routes.,Positive,2023-01-14 17:59:00,User215,Facebook,#KigaliCommute #BusTalk,41,155,2023,1,Musanze
216,216,This pricing is not fair for daily riders.,Positive,2023-01-10 01:35:00,User216,Facebook,#PublicTransit #FareChange,79,186,2023,1,Rwamagana
217,217,Great idea for long-distance commuters.,Negative,2023-01-18 12:11:00,User217,Facebook,#DistanceFare #RwandaTransport,41,20,2023,1,Kicukiro
218,218,This pricing is not fair for daily riders.,Neutral,2023-01-22 23:47:00,User218,Instagram,#PublicTransit #FareChange,77,94,2023,1,Huye
219,219,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-05 20:29:00,User219,Instagram,#KigaliCommute #BusTalk,64,35,2023,1,Nyarugenge
220,220,Great idea for long-distance commuters.,Negative,2023-01-11 19:05:00,User220,Facebook,#KigaliCommute #BusTalk,84,72,2023,1,Nyarugenge
221,221,I’m not sure how I feel about the fare change.,Positive,2023-01-18 08:33:00,User221,Facebook,#BusLife #DistanceFareModel,65,95,2023,1,Ngoma
222,222,I’m not sure how I feel about the fare change.,Negative,2023-01-27 00:41:00,User222,Instagram,#PublicTransit #FareChange,26,68,2023,1,Rusizi
223,223,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-17 08:04:00,User223,Twitter,#CommuteStories #Transport,47,36,2023,1,Rwamagana
224,224,Confusing fares! Miss the old days.,Neutral,2023-01-27 03:50:00,User224,Instagram,#CommuteStories #Transport,33,186,2023,1,Musanze
225,225,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-14 11:10:00,User225,Twitter,#PublicTransit #FareChange,78,170,2023,1,Rwamagana
226,226,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-14 10:28:00,User226,Twitter,#KigaliCommute #BusTalk,79,107,2023,1,Musanze
227,227,This pricing is not fair for daily riders.,Negative,2023-01-01 23:57:00,User227,Twitter,#CityTransit #RwandaMoves,95,114,2023,1,Huye
228,228,"Spending less on short trips, finally!",Neutral,2023-01-30 22:57:00,User228,Facebook,#KigaliCommute #BusTalk,20,108,2023,1,Huye
229,229,I’m not sure how I feel about the fare change.,Positive,2023-01-19 00:19:00,User229,Facebook,#KigaliCommute #BusTalk,25,138,2023,1,Rusizi
230,230,"Spending less on short trips, finally!",Negative,2023-01-13 11:48:00,User230,Twitter,#CityTransit #RwandaMoves,82,158,2023,1,Rubavu
231,231,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-01 08:50:00,User231,Twitter,#DistanceFare #RwandaTransport,68,64,2023,1,Kicukiro
232,232,Confusing fares! Miss the old days.,Neutral,2023-01-26 18:08:00,User232,Twitter,#KigaliCommute #BusTalk,79,15,2023,1,Ngoma
233,233,I’m not sure how I feel about the fare change.,Positive,2023-01-03 05:34:00,User233,Instagram,#CityTransit #RwandaMoves,89,104,2023,1,Huye
234,234,Great idea for long-distance commuters.,Neutral,2023-01-28 14:21:00,User234,Facebook,#PublicTransit #FareChange,12,142,2023,1,Gasabo
235,235,Great idea for long-distance commuters.,Neutral,2023-01-23 14:33:00,User235,Twitter,#CityTransit #RwandaMoves,29,111,2023,1,Nyarugenge
236,236,Great idea for long-distance commuters.,Positive,2023-01-14 00:36:00,User236,Twitter,#CommuteStories #Transport,68,12,2023,1,Musanze
237,237,Enjoying my commute again!,Neutral,2023-01-11 11:21:00,User237,Instagram,#CityTransit #RwandaMoves,45,190,2023,1,Nyarugenge
238,238,This pricing is not fair for daily riders.,Neutral,2023-01-28 15:04:00,User238,Facebook,#KigaliCommute #BusTalk,28,32,2023,1,Huye
239,239,Why does my daily route cost more now?,Negative,2023-01-17 00:49:00,User239,Twitter,#DistanceFare #RwandaTransport,99,62,2023,1,Huye
240,240,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-10 23:12:00,User240,Facebook,#PublicTransit #FareChange,76,174,2023,1,Gasabo
241,241,Why does my daily route cost more now?,Negative,2023-01-29 23:21:00,User241,Twitter,#CityTransit #RwandaMoves,28,92,2023,1,Gasabo
242,242,Fare system needs better explanation.,Positive,2023-01-09 15:40:00,User242,Instagram,#KigaliCommute #BusTalk,29,154,2023,1,Nyarugenge
243,243,This pricing is not fair for daily riders.,Neutral,2023-01-29 06:10:00,User243,Instagram,#DistanceFare #RwandaTransport,80,94,2023,1,Rusizi
244,244,Great idea for long-distance commuters.,Positive,2023-01-12 09:45:00,User244,Facebook,#CityTransit #RwandaMoves,61,87,2023,1,Nyarugenge
245,245,I’m not sure how I feel about the fare change.,Negative,2023-01-31 20:17:00,User245,Instagram,#PublicTransit #FareChange,42,119,2023,1,Huye
246,246,This pricing is not fair for daily riders.,Negative,2023-01-31 00:00:00,User246,Facebook,#PublicTransit #FareChange,49,10,2023,1,Nyarugenge
247,247,Enjoying my commute again!,Negative,2023-01-31 23:40:00,User247,Twitter,#CommuteStories #Transport,48,60,2023,1,Musanze
248,248,I’m not sure how I feel about the fare change.,Neutral,2023-01-07 05:23:00,User248,Instagram,#PublicTransit #FareChange,91,182,2023,1,Rusizi
249,249,"Spending less on short trips, finally!",Negative,2023-01-29 14:12:00,User249,Twitter,#DistanceFare #RwandaTransport,10,13,2023,1,Huye
250,250,Enjoying my commute again!,Negative,2023-01-05 10:07:00,User250,Twitter,#KigaliCommute #BusTalk,20,199,2023,1,Rwamagana
251,251,"Spending less on short trips, finally!",Neutral,2023-01-29 13:21:00,User251,Instagram,#PublicTransit #FareChange,66,122,2023,1,Huye
252,252,I’m not sure how I feel about the fare change.,Neutral,2023-01-30 09:58:00,User252,Instagram,#PublicTransit #FareChange,98,41,2023,1,Nyarugenge
253,253,Great idea for long-distance commuters.,Neutral,2023-01-02 19:03:00,User253,Instagram,#KigaliCommute #BusTalk,59,43,2023,1,Kicukiro
254,254,Why does my daily route cost more now?,Negative,2023-01-15 01:26:00,User254,Twitter,#KigaliCommute #BusTalk,32,101,2023,1,Rwamagana
255,255,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-21 01:29:00,User255,Facebook,#DistanceFare #RwandaTransport,40,104,2023,1,Ngoma
256,256,This pricing is not fair for daily riders.,Neutral,2023-01-02 12:26:00,User256,Facebook,#PublicTransit #FareChange,51,81,2023,1,Huye
257,257,This pricing is not fair for daily riders.,Neutral,2023-01-27 09:02:00,User257,Twitter,#DistanceFare #RwandaTransport,16,48,2023,1,Rubavu
258,258,Great idea for long-distance commuters.,Positive,2023-01-17 14:31:00,User258,Twitter,#PublicTransit #FareChange,25,163,2023,1,Rubavu
259,259,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-06 23:32:00,User259,Twitter,#CityTransit #RwandaMoves,99,171,2023,1,Huye
260,260,"Spending less on short trips, finally!",Neutral,2023-01-05 02:26:00,User260,Instagram,#PublicTransit #FareChange,69,191,2023,1,Ngoma
261,261,Why does my daily route cost more now?,Neutral,2023-01-14 10:20:00,User261,Facebook,#CommuteStories #Transport,11,127,2023,1,Kicukiro
262,262,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-15 20:51:00,User262,Facebook,#CommuteStories #Transport,10,12,2023,1,Rwamagana
263,263,"Spending less on short trips, finally!",Neutral,2023-01-19 21:50:00,User263,Facebook,#CommuteStories #Transport,57,132,2023,1,Huye
264,264,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-08 23:50:00,User264,Facebook,#CommuteStories #Transport,21,59,2023,1,Musanze
265,265,Fare system needs better explanation.,Negative,2023-01-10 03:19:00,User265,Facebook,#DistanceFare #RwandaTransport,78,21,2023,1,Ngoma
266,266,This pricing is not fair for daily riders.,Negative,2023-01-07 00:21:00,User266,Facebook,#PublicTransit #FareChange,46,63,2023,1,Ngoma
267,267,Fare system needs better explanation.,Neutral,2023-01-25 13:10:00,User267,Twitter,#CityTransit #RwandaMoves,41,142,2023,1,Nyarugenge
268,268,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-17 15:36:00,User268,Twitter,#DistanceFare #RwandaTransport,18,66,2023,1,Rwamagana
269,269,Enjoying my commute again!,Positive,2023-01-25 03:49:00,User269,Instagram,#KigaliCommute #BusTalk,28,154,2023,1,Kicukiro
270,270,This pricing is not fair for daily riders.,Neutral,2023-01-23 20:05:00,User270,Twitter,#PublicTransit #FareChange,57,121,2023,1,Musanze
271,271,Why does my daily route cost more now?,Neutral,2023-01-13 09:40:00,User271,Twitter,#BusLife #DistanceFareModel,89,56,2023,1,Rwamagana
272,272,Great idea for long-distance commuters.,Positive,2023-01-08 11:43:00,User272,Facebook,#PublicTransit #FareChange,12,160,2023,1,Rusizi
273,273,Fare system needs better explanation.,Neutral,2023-01-12 16:40:00,User273,Instagram,#DistanceFare #RwandaTransport,29,94,2023,1,Nyarugenge
274,274,Great idea for long-distance commuters.,Positive,2023-01-22 22:18:00,User274,Facebook,#CommuteStories #Transport,33,151,2023,1,Rubavu
275,275,"Spending less on short trips, finally!",Neutral,2023-01-14 10:22:00,User275,Instagram,#BusLife #DistanceFareModel,63,75,2023,1,Musanze
276,276,New fare structure is a relief for some routes.,Neutral,2023-01-16 09:58:00,User276,Twitter,#DistanceFare #RwandaTransport,42,84,2023,1,Rwamagana
277,277,Enjoying my commute again!,Neutral,2023-01-06 05:47:00,User277,Twitter,#PublicTransit #FareChange,33,188,2023,1,Rubavu
278,278,"Spending less on short trips, finally!",Neutral,2023-01-22 07:32:00,User278,Facebook,#CityTransit #RwandaMoves,84,112,2023,1,Musanze
279,279,Confusing fares! Miss the old days.,Negative,2023-01-04 10:14:00,User279,Facebook,#DistanceFare #RwandaTransport,81,175,2023,1,Musanze
280,280,"Spending less on short trips, finally!",Negative,2023-01-07 09:44:00,User280,Facebook,#CityTransit #RwandaMoves,45,47,2023,1,Kicukiro
281,281,"Spending less on short trips, finally!",Neutral,2023-01-11 06:25:00,User281,Twitter,#BusLife #DistanceFareModel,47,59,2023,1,Ngoma
282,282,New fare structure is a relief for some routes.,Negative,2023-01-31 18:43:00,User282,Twitter,#KigaliCommute #BusTalk,93,107,2023,1,Musanze
283,283,This pricing is not fair for daily riders.,Positive,2023-01-31 16:37:00,User283,Twitter,#DistanceFare #RwandaTransport,98,91,2023,1,Kicukiro
284,284,Enjoying my commute again!,Negative,2023-01-19 02:04:00,User284,Instagram,#BusLife #DistanceFareModel,34,39,2023,1,Rwamagana
285,285,Enjoying my commute again!,Positive,2023-01-26 08:44:00,User285,Facebook,#CityTransit #RwandaMoves,27,88,2023,1,Rusizi
286,286,Why does my daily route cost more now?,Positive,2023-01-17 15:31:00,User286,Instagram,#BusLife #DistanceFareModel,91,100,2023,1,Huye
287,287,"Spending less on short trips, finally!",Positive,2023-01-05 02:38:00,User287,Twitter,#CommuteStories #Transport,75,188,2023,1,Huye
288,288,Enjoying my commute again!,Negative,2023-01-18 22:58:00,User288,Twitter,#DistanceFare #RwandaTransport,63,61,2023,1,Ngoma
289,289,I’m not sure how I feel about the fare change.,Neutral,2023-01-01 15:12:00,User289,Instagram,#CommuteStories #Transport,44,175,2023,1,Kicukiro
290,290,Why does my daily route cost more now?,Neutral,2023-01-13 00:51:00,User290,Facebook,#KigaliCommute #BusTalk,89,88,2023,1,Rusizi
291,291,I’m not sure how I feel about the fare change.,Negative,2023-01-25 10:04:00,User291,Facebook,#BusLife #DistanceFareModel,70,39,2023,1,Nyarugenge
292,292,New fare structure is a relief for some routes.,Positive,2023-01-06 14:59:00,User292,Twitter,#BusLife #DistanceFareModel,50,115,2023,1,Rwamagana
293,293,I’m not sure how I feel about the fare change.,Negative,2023-01-21 16:44:00,User293,Twitter,#BusLife #DistanceFareModel,42,60,2023,1,Musanze
294,294,Great idea for long-distance commuters.,Neutral,2023-01-17 18:35:00,User294,Twitter,#BusLife #DistanceFareModel,77,90,2023,1,Musanze
295,295,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-31 14:54:00,User295,Facebook,#KigaliCommute #BusTalk,42,142,2023,1,Rwamagana
296,296,I’m not sure how I feel about the fare change.,Negative,2023-01-31 14:22:00,User296,Instagram,#CityTransit #RwandaMoves,23,38,2023,1,Rwamagana
297,297,New fare structure is a relief for some routes.,Neutral,2023-01-12 22:21:00,User297,Twitter,#PublicTransit #FareChange,30,141,2023,1,Kicukiro
298,298,Great idea for long-distance commuters.,Neutral,2023-01-27 14:29:00,User298,Twitter,#KigaliCommute #BusTalk,57,147,2023,1,Musanze
299,299,New fare structure is a relief for some routes.,Positive,2023-01-18 08:10:00,User299,Instagram,#CityTransit #RwandaMoves,29,193,2023,1,Huye
300,300,New fare structure is a relief for some routes.,Positive,2023-01-30 01:27:00,User300,Facebook,#DistanceFare #RwandaTransport,17,154,2023,1,Ngoma
301,301,"Spending less on short trips, finally!",Neutral,2023-01-17 21:44:00,User301,Twitter,#CityTransit #RwandaMoves,16,83,2023,1,Huye
302,302,New fare structure is a relief for some routes.,Positive,2023-01-05 22:20:00,User302,Facebook,#DistanceFare #RwandaTransport,76,26,2023,1,Rubavu
303,303,I’m not sure how I feel about the fare change.,Neutral,2023-01-31 17:06:00,User303,Twitter,#CityTransit #RwandaMoves,26,93,2023,1,Gasabo
304,304,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-11 15:23:00,User304,Facebook,#BusLife #DistanceFareModel,42,78,2023,1,Rusizi
305,305,New fare structure is a relief for some routes.,Positive,2023-01-22 10:58:00,User305,Instagram,#KigaliCommute #BusTalk,57,43,2023,1,Rubavu
306,306,New fare structure is a relief for some routes.,Neutral,2023-01-02 03:20:00,User306,Twitter,#CityTransit #RwandaMoves,85,15,2023,1,Gasabo
307,307,Enjoying my commute again!,Negative,2023-01-29 04:42:00,User307,Twitter,#PublicTransit #FareChange,68,62,2023,1,Rwamagana
308,308,Confusing fares! Miss the old days.,Negative,2023-01-26 13:12:00,User308,Twitter,#PublicTransit #FareChange,95,135,2023,1,Huye
309,309,Fare system needs better explanation.,Neutral,2023-01-15 22:16:00,User309,Twitter,#CommuteStories #Transport,31,52,2023,1,Nyarugenge
310,310,Great idea for long-distance commuters.,Neutral,2023-01-28 18:22:00,User310,Twitter,#CityTransit #RwandaMoves,39,124,2023,1,Ngoma
311,311,Confusing fares! Miss the old days.,Negative,2023-01-11 01:47:00,User311,Instagram,#KigaliCommute #BusTalk,47,120,2023,1,Musanze
312,312,Great idea for long-distance commuters.,Negative,2023-01-30 11:24:00,User312,Twitter,#BusLife #DistanceFareModel,60,160,2023,1,Nyarugenge
313,313,Fare system needs better explanation.,Neutral,2023-01-03 21:02:00,User313,Twitter,#CommuteStories #Transport,63,192,2023,1,Gasabo
314,314,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-29 22:01:00,User314,Facebook,#CityTransit #RwandaMoves,17,89,2023,1,Huye
315,315,Why does my daily route cost more now?,Negative,2023-01-22 03:06:00,User315,Twitter,#BusLife #DistanceFareModel,36,104,2023,1,Rwamagana
316,316,Fare system needs better explanation.,Negative,2023-01-14 18:04:00,User316,Facebook,#KigaliCommute #BusTalk,36,127,2023,1,Huye
317,317,This pricing is not fair for daily riders.,Neutral,2023-01-30 13:08:00,User317,Instagram,#KigaliCommute #BusTalk,30,153,2023,1,Rusizi
318,318,Confusing fares! Miss the old days.,Neutral,2023-01-19 13:58:00,User318,Facebook,#CommuteStories #Transport,39,17,2023,1,Huye
319,319,I’m not sure how I feel about the fare change.,Negative,2023-01-06 07:26:00,User319,Facebook,#CommuteStories #Transport,37,141,2023,1,Rubavu
320,320,"Spending less on short trips, finally!",Neutral,2023-01-07 08:40:00,User320,Instagram,#CityTransit #RwandaMoves,73,113,2023,1,Ngoma
321,321,This pricing is not fair for daily riders.,Neutral,2023-01-03 01:31:00,User321,Instagram,#BusLife #DistanceFareModel,78,141,2023,1,Nyarugenge
322,322,New fare structure is a relief for some routes.,Neutral,2023-01-02 16:38:00,User322,Facebook,#PublicTransit #FareChange,70,193,2023,1,Huye
323,323,New fare structure is a relief for some routes.,Neutral,2023-01-14 20:26:00,User323,Facebook,#BusLife #DistanceFareModel,57,34,2023,1,Huye
324,324,I’m not sure how I feel about the fare change.,Positive,2023-01-23 10:04:00,User324,Instagram,#KigaliCommute #BusTalk,28,105,2023,1,Gasabo
325,325,I’m not sure how I feel about the fare change.,Positive,2023-01-06 06:50:00,User325,Instagram,#KigaliCommute #BusTalk,13,164,2023,1,Rusizi
326,326,Enjoying my commute again!,Negative,2023-01-05 10:09:00,User326,Instagram,#CityTransit #RwandaMoves,44,102,2023,1,Huye
327,327,Great idea for long-distance commuters.,Positive,2023-01-11 16:27:00,User327,Instagram,#PublicTransit #FareChange,73,169,2023,1,Huye
328,328,Enjoying my commute again!,Neutral,2023-01-25 11:08:00,User328,Instagram,#DistanceFare #RwandaTransport,58,187,2023,1,Musanze
329,329,Fare system needs better explanation.,Positive,2023-01-07 04:10:00,User329,Facebook,#CityTransit #RwandaMoves,26,70,2023,1,Huye
330,330,Why does my daily route cost more now?,Negative,2023-01-18 16:30:00,User330,Instagram,#KigaliCommute #BusTalk,53,131,2023,1,Rwamagana
331,331,Confusing fares! Miss the old days.,Negative,2023-01-21 15:29:00,User331,Twitter,#KigaliCommute #BusTalk,39,60,2023,1,Rubavu
332,332,I’m not sure how I feel about the fare change.,Negative,2023-01-17 21:14:00,User332,Twitter,#BusLife #DistanceFareModel,55,156,2023,1,Ngoma
333,333,Great idea for long-distance commuters.,Positive,2023-01-31 12:20:00,User333,Twitter,#PublicTransit #FareChange,15,30,2023,1,Musanze
334,334,Confusing fares! Miss the old days.,Positive,2023-01-25 14:02:00,User334,Twitter,#BusLife #DistanceFareModel,46,14,2023,1,Rusizi
335,335,Fare system needs better explanation.,Positive,2023-01-20 01:47:00,User335,Instagram,#BusLife #DistanceFareModel,33,101,2023,1,Rwamagana
336,336,Why does my daily route cost more now?,Negative,2023-01-27 17:31:00,User336,Twitter,#CityTransit #RwandaMoves,55,179,2023,1,Rubavu
337,337,This pricing is not fair for daily riders.,Neutral,2023-01-08 00:46:00,User337,Facebook,#BusLife #DistanceFareModel,62,70,2023,1,Ngoma
338,338,Enjoying my commute again!,Neutral,2023-01-19 21:09:00,User338,Twitter,#CommuteStories #Transport,69,31,2023,1,Ngoma
339,339,Fare system needs better explanation.,Negative,2023-01-30 19:20:00,User339,Instagram,#CommuteStories #Transport,72,158,2023,1,Rubavu
340,340,New fare structure is a relief for some routes.,Negative,2023-01-05 12:09:00,User340,Twitter,#BusLife #DistanceFareModel,94,79,2023,1,Rwamagana
341,341,Enjoying my commute again!,Negative,2023-01-23 06:29:00,User341,Facebook,#PublicTransit #FareChange,41,10,2023,1,Rusizi
342,342,"Spending less on short trips, finally!",Negative,2023-01-29 00:27:00,User342,Instagram,#BusLife #DistanceFareModel,96,142,2023,1,Rusizi
343,343,Enjoying my commute again!,Neutral,2023-01-19 13:46:00,User343,Instagram,#KigaliCommute #BusTalk,42,21,2023,1,Gasabo
344,344,Fare system needs better explanation.,Positive,2023-01-13 17:33:00,User344,Instagram,#KigaliCommute #BusTalk,76,99,2023,1,Rusizi
345,345,I’m not sure how I feel about the fare change.,Positive,2023-01-02 11:44:00,User345,Twitter,#PublicTransit #FareChange,27,55,2023,1,Rubavu
346,346,Why does my daily route cost more now?,Neutral,2023-01-17 20:43:00,User346,Twitter,#CityTransit #RwandaMoves,34,43,2023,1,Huye
347,347,Fare system needs better explanation.,Positive,2023-01-10 21:18:00,User347,Instagram,#CommuteStories #Transport,63,186,2023,1,Rubavu
348,348,I’m not sure how I feel about the fare change.,Neutral,2023-01-21 04:17:00,User348,Twitter,#CommuteStories #Transport,67,87,2023,1,Rubavu
349,349,I’m not sure how I feel about the fare change.,Positive,2023-01-21 05:43:00,User349,Facebook,#CityTransit #RwandaMoves,76,54,2023,1,Musanze
350,350,Enjoying my commute again!,Neutral,2023-01-11 17:53:00,User350,Instagram,#BusLife #DistanceFareModel,55,164,2023,1,Nyarugenge
351,351,Why does my daily route cost more now?,Positive,2023-01-17 12:08:00,User351,Facebook,#PublicTransit #FareChange,33,82,2023,1,Huye
352,352,Fare system needs better explanation.,Negative,2023-01-05 12:31:00,User352,Facebook,#DistanceFare #RwandaTransport,41,35,2023,1,Kicukiro
353,353,Fare system needs better explanation.,Negative,2023-01-17 17:13:00,User353,Twitter,#DistanceFare #RwandaTransport,56,56,2023,1,Nyarugenge
354,354,New fare structure is a relief for some routes.,Positive,2023-01-25 18:42:00,User354,Twitter,#BusLife #DistanceFareModel,95,130,2023,1,Ngoma
355,355,Great idea for long-distance commuters.,Neutral,2023-01-30 08:19:00,User355,Instagram,#CityTransit #RwandaMoves,32,65,2023,1,Rwamagana
356,356,Confusing fares! Miss the old days.,Positive,2023-01-17 07:46:00,User356,Facebook,#PublicTransit #FareChange,75,103,2023,1,Musanze
357,357,Great idea for long-distance commuters.,Positive,2023-01-03 18:08:00,User357,Twitter,#CommuteStories #Transport,36,116,2023,1,Ngoma
358,358,Fare system needs better explanation.,Negative,2023-01-19 02:52:00,User358,Facebook,#CommuteStories #Transport,11,72,2023,1,Kicukiro
359,359,Enjoying my commute again!,Neutral,2023-01-13 13:20:00,User359,Twitter,#BusLife #DistanceFareModel,99,57,2023,1,Huye
360,360,This pricing is not fair for daily riders.,Negative,2023-01-09 15:19:00,User360,Facebook,#KigaliCommute #BusTalk,26,70,2023,1,Rubavu
361,361,Fare system needs better explanation.,Positive,2023-01-06 13:25:00,User361,Instagram,#CityTransit #RwandaMoves,42,90,2023,1,Huye
362,362,"Spending less on short trips, finally!",Negative,2023-01-21 16:40:00,User362,Twitter,#DistanceFare #RwandaTransport,18,35,2023,1,Musanze
363,363,I’m not sure how I feel about the fare change.,Neutral,2023-01-05 04:07:00,User363,Instagram,#CityTransit #RwandaMoves,52,45,2023,1,Huye
364,364,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-31 03:55:00,User364,Facebook,#BusLife #DistanceFareModel,57,10,2023,1,Rusizi
365,365,Fare system needs better explanation.,Positive,2023-01-10 15:40:00,User365,Facebook,#CityTransit #RwandaMoves,48,17,2023,1,Rwamagana
366,366,"Spending less on short trips, finally!",Negative,2023-01-30 04:54:00,User366,Instagram,#CommuteStories #Transport,51,122,2023,1,Rubavu
367,367,"Spending less on short trips, finally!",Neutral,2023-01-30 02:29:00,User367,Facebook,#BusLife #DistanceFareModel,35,108,2023,1,Ngoma
368,368,Confusing fares! Miss the old days.,Neutral,2023-01-28 04:14:00,User368,Twitter,#CommuteStories #Transport,59,189,2023,1,Rusizi
369,369,Why does my daily route cost more now?,Neutral,2023-01-01 23:19:00,User369,Twitter,#PublicTransit #FareChange,34,56,2023,1,Rusizi
370,370,Fare system needs better explanation.,Neutral,2023-01-03 07:14:00,User370,Facebook,#PublicTransit #FareChange,33,136,2023,1,Rusizi
371,371,Why does my daily route cost more now?,Neutral,2023-01-16 04:16:00,User371,Facebook,#KigaliCommute #BusTalk,22,65,2023,1,Kicukiro
372,372,This pricing is not fair for daily riders.,Positive,2023-01-12 02:02:00,User372,Facebook,#CityTransit #RwandaMoves,69,23,2023,1,Rubavu
373,373,Enjoying my commute again!,Positive,2023-01-06 17:32:00,User373,Facebook,#PublicTransit #FareChange,16,37,2023,1,Kicukiro
374,374,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-26 16:40:00,User374,Twitter,#CityTransit #RwandaMoves,66,87,2023,1,Kicukiro
375,375,Enjoying my commute again!,Neutral,2023-01-10 08:08:00,User375,Twitter,#CommuteStories #Transport,45,139,2023,1,Rwamagana
376,376,"Spending less on short trips, finally!",Positive,2023-01-04 02:56:00,User376,Facebook,#BusLife #DistanceFareModel,54,118,2023,1,Rusizi
